á⸮⸮⸮timestamp,U,max_voltage_V,current_mA,pos_rad,vel_rads
13944,0,12.35,10.00,0.00,0.00
13969,0,12.35,9.00,0.00,0.00
13994,0,12.35,9.00,0.00,0.00
14019,0,12.35,9.00,0.00,0.00
14044,0,12.35,9.00,0.00,0.00
14069,0,12.35,9.00,0.00,0.00
14094,0,12.35,9.00,0.00,0.00
14119,0,12.35,9.00,0.00,0.00
14144,0,12.35,9.00,0.00,0.00
14169,0,12.35,10.00,0.00,0.00
14194,0,12.35,10.00,0.00,0.00
14219,0,12.35,10.00,0.00,0.00
14244,0,12.35,9.00,0.00,0.00
14269,0,12.35,9.00,0.00,0.00
14294,0,12.35,9.00,0.00,0.00
14319,0,12.35,10.00,0.00,0.00
14344,0,12.35,10.00,0.00,0.00
14369,0,12.35,9.00,0.00,0.00
14394,0,12.35,10.00,0.00,0.00
14419,0,12.35,10.00,0.00,0.00
14444,0,12.35,9.00,0.00,0.00
14469,0,12.35,9.00,0.00,0.00
14494,0,12.35,9.00,0.00,0.00
14519,0,12.35,9.00,0.00,0.00
14544,0,12.35,9.00,0.00,0.00
14569,0,12.35,10.00,0.00,0.00
14594,0,12.35,10.00,0.00,0.00
14619,0,12.35,9.00,0.00,0.00
14644,0,12.35,9.00,0.00,0.00
14669,0,12.35,9.00,0.00,0.00
14694,0,12.35,9.00,0.00,0.00
14719,0,12.35,9.00,0.00,0.00
14744,0,12.35,9.00,0.00,0.00
14769,0,12.35,9.00,0.00,0.00
14794,0,12.35,9.00,0.00,0.00
14819,0,12.35,9.00,0.00,0.00
14844,0,12.35,9.00,0.00,0.00
14869,0,12.35,9.00,0.00,0.00
14894,0,12.35,9.00,0.00,0.00
14919,0,12.35,9.00,0.00,0.00
14944,0,12.35,10.00,0.00,0.00
14969,0,12.35,9.00,0.00,0.00
14994,0,12.35,8.00,0.00,0.00
15019,0,12.35,10.00,0.00,0.00
15044,0,12.35,9.00,0.00,0.00
15069,0,12.35,9.00,0.00,0.00
15094,0,12.35,10.00,0.00,0.00
15119,0,12.35,9.00,0.00,0.00
15144,0,12.35,10.00,0.00,0.00
15169,0,12.35,10.00,0.00,0.00
15194,0,12.35,10.00,0.00,0.00
15219,0,12.35,9.00,0.00,0.00
15244,0,12.35,9.00,0.00,0.00
15269,0,12.35,10.00,0.00,0.00
15294,0,12.35,10.00,0.00,0.00
15319,0,12.35,9.00,0.00,0.00
15344,0,12.35,9.00,0.00,0.00
15369,0,12.35,10.00,0.00,0.00
15394,0,12.35,9.00,0.00,0.00
15419,0,12.35,10.00,0.00,0.00
15444,0,12.35,10.00,0.00,0.00
15469,0,12.35,9.00,0.00,0.00
15494,0,12.35,10.00,0.00,0.00
15519,0,12.35,9.00,0.00,0.00
15544,0,12.35,10.00,0.00,0.00
15569,0,12.35,10.00,0.00,0.00
15594,0,12.35,10.00,0.00,0.00
15619,0,12.35,10.00,0.00,0.00
15644,0,12.35,10.00,0.00,0.00
15669,0,12.35,10.00,0.00,0.00
15694,0,12.35,9.00,0.00,0.00
15719,0,12.35,9.00,0.00,0.00
15744,0,12.35,10.00,0.00,0.00
15769,0,12.35,9.00,0.00,0.00
15794,0,12.35,10.00,0.00,0.00
15819,0,12.35,10.00,0.00,0.00
15844,0,12.35,9.00,0.00,0.00
15869,0,12.35,9.00,0.00,0.00
15894,0,12.35,9.00,0.00,0.00
15919,0,12.35,10.00,0.00,0.00
15944,0,12.35,9.00,0.00,0.00
15969,0,12.35,10.00,0.00,0.00
15994,0,12.35,9.00,0.00,0.00
16019,0,12.35,10.00,0.00,0.00
16044,0,12.35,10.00,0.00,0.00
16069,0,12.35,9.00,0.00,0.00
16094,0,12.35,8.00,0.00,0.00
16119,0,12.35,9.00,0.00,0.00
16144,0,12.35,10.00,0.00,0.00
16169,0,12.35,10.00,0.00,0.00
16194,0,12.35,9.00,0.00,0.00
16219,0,12.35,9.00,0.00,0.00
16244,0,12.35,9.00,0.00,0.00
16269,0,12.35,9.00,0.00,0.00
16294,0,12.35,9.00,0.00,0.00
16319,0,12.35,10.00,0.00,0.00
16344,0,12.35,9.00,0.00,0.00
16369,0,12.35,9.00,0.00,0.00
16394,0,12.35,9.00,0.00,0.00
16419,0,12.35,9.00,0.00,0.00
16444,0,12.35,9.00,0.00,0.00
16469,0,12.35,9.00,0.00,0.00
16494,0,12.35,10.00,0.00,0.00
16519,0,12.35,9.00,0.00,0.00
16544,0,12.35,10.00,0.00,0.00
16569,0,12.35,8.00,0.00,0.00
16594,0,12.35,10.00,0.00,0.00
16619,0,12.35,10.00,0.00,0.00
16644,0,12.35,9.00,0.00,0.00
16669,0,12.35,9.00,0.00,0.00
16694,0,12.35,9.00,0.00,0.00
16719,0,12.35,10.00,0.00,0.00
16744,0,12.35,10.00,0.00,0.00
16769,0,12.35,8.00,0.00,0.00
16794,0,12.35,9.00,0.00,0.00
16819,512,12.35,9.00,0.00,0.00
16844,512,12.35,77.00,0.01,0.34
16869,512,12.35,60.00,0.03,1.01
16894,512,12.35,46.00,0.07,1.29
16919,512,12.35,50.00,0.11,1.57
16944,512,12.35,36.00,0.15,1.68
16969,512,12.35,33.00,0.19,1.68
16994,512,12.35,35.00,0.23,1.80
17019,512,12.35,37.00,0.28,1.80
17044,512,12.35,37.00,0.33,1.91
17069,512,12.35,39.00,0.37,1.80
17094,512,12.35,37.00,0.42,1.80
17119,512,12.35,36.00,0.46,1.91
17144,512,12.35,33.00,0.51,1.85
17169,512,12.35,30.00,0.56,1.91
17194,512,12.35,30.00,0.60,1.85
17219,512,12.35,27.00,0.65,1.91
17244,512,12.35,28.00,0.70,1.85
17269,512,12.35,25.00,0.74,1.80
17294,512,12.35,27.00,0.79,1.96
17319,512,12.35,28.00,0.84,1.80
17344,512,12.35,34.00,0.89,1.96
17369,512,12.35,33.00,0.93,1.80
17394,512,12.35,34.00,0.98,1.85
17419,512,12.35,37.00,1.03,1.91
17444,512,12.35,37.00,1.07,1.85
17469,512,12.35,37.00,1.12,1.91
17494,512,12.35,37.00,1.17,1.85
17519,512,12.35,37.00,1.21,1.85
17544,512,12.35,34.00,1.26,1.96
17569,512,12.35,29.00,1.31,1.85
17594,512,12.35,29.00,1.35,1.91
17619,512,12.35,28.00,1.40,1.85
17644,512,12.35,30.00,1.45,1.91
17669,512,12.35,29.00,1.50,1.85
17694,512,12.35,32.00,1.54,1.85
17719,512,12.35,33.00,1.59,1.91
17744,512,12.35,39.00,1.64,1.85
17769,512,12.35,40.00,1.68,1.96
17794,512,12.35,39.00,1.73,1.85
17819,512,12.35,38.00,1.78,1.85
17844,512,12.35,37.00,1.82,1.91
17869,512,12.35,37.00,1.87,1.85
17894,512,12.35,35.00,1.92,1.91
17919,512,12.35,31.00,1.96,1.85
17944,512,12.35,30.00,2.01,1.91
17969,512,12.35,28.00,2.06,1.85
17994,512,12.35,29.00,2.11,1.85
18019,512,12.35,28.00,2.15,1.91
18044,512,12.35,31.00,2.20,1.85
18069,512,12.35,32.00,2.25,1.96
18094,512,12.35,34.00,2.29,1.85
18119,512,12.35,37.00,2.34,1.85
18144,512,12.35,39.00,2.39,1.91
18169,512,12.35,41.00,2.43,1.85
18194,512,12.35,37.00,2.48,1.91
18219,512,12.35,34.00,2.53,1.85
18244,512,12.35,29.00,2.57,1.85
18269,512,12.35,27.00,2.62,1.96
18294,512,12.35,29.00,2.67,1.85
18319,512,12.35,28.00,2.72,1.91
18344,512,12.35,31.00,2.76,1.85
18369,512,12.35,29.00,2.81,1.96
18394,512,12.35,34.00,2.86,1.85
18419,512,12.35,35.00,2.91,1.85
18444,512,12.35,37.00,2.95,1.91
18469,512,12.35,37.00,3.00,1.85
18494,512,12.35,37.00,3.05,1.96
18519,512,12.35,37.00,3.10,1.85
18544,512,12.35,31.00,3.14,1.85
18569,512,12.35,35.00,3.19,1.91
18594,512,12.35,30.00,3.24,1.85
18619,512,12.35,29.00,3.28,1.96
18644,512,12.35,30.00,3.33,1.80
18669,512,12.35,31.00,3.38,1.96
18694,512,12.35,37.00,3.42,1.85
18719,512,12.35,39.00,3.47,1.85
18744,512,12.35,42.00,3.52,1.91
18769,512,12.35,38.00,3.57,1.85
18794,512,12.35,39.00,3.61,1.91
18819,512,12.35,35.00,3.66,1.85
18844,512,12.35,33.00,3.71,1.85
18869,512,12.35,33.00,3.75,1.96
18894,512,12.35,28.00,3.80,1.85
18919,512,12.35,30.00,3.85,1.91
18944,512,12.35,26.00,3.89,1.85
18969,512,12.35,31.00,3.94,1.85
18994,512,12.35,32.00,3.99,1.91
19019,512,12.35,32.00,4.03,1.85
19044,512,12.35,34.00,4.08,1.91
19069,512,12.35,36.00,4.13,1.85
19094,512,12.35,38.00,4.18,1.96
19119,512,12.35,39.00,4.22,1.85
19144,512,12.35,40.00,4.27,1.85
19169,512,12.35,35.00,4.32,1.91
19194,512,12.35,30.00,4.36,1.85
19219,512,12.35,30.00,4.41,1.91
19244,512,12.35,27.00,4.46,1.85
19269,512,12.35,30.00,4.50,1.85
19294,512,12.35,28.00,4.55,1.96
19319,512,12.35,30.00,4.60,1.80
19344,512,12.35,32.00,4.65,1.96
19369,512,12.35,34.00,4.69,1.85
19394,512,12.35,37.00,4.74,1.91
19419,512,12.35,38.00,4.79,1.85
19444,512,12.35,36.00,4.83,1.85
19469,512,12.35,37.00,4.88,1.91
19494,512,12.35,33.00,4.93,1.85
19519,512,12.35,35.00,4.98,1.96
19544,512,12.35,30.00,5.02,1.85
19569,512,12.35,32.00,5.07,1.85
19594,512,12.35,26.00,5.12,1.91
19619,512,12.35,28.00,5.16,1.85
19644,512,12.35,29.00,5.21,1.91
19669,512,12.35,32.00,5.26,1.85
19694,512,12.35,34.00,5.31,1.96
19719,512,12.35,42.00,5.35,1.85
19744,512,12.35,42.00,5.40,1.85
19769,512,12.35,39.00,5.45,1.91
19794,512,12.35,35.00,5.49,1.85
19819,512,12.35,34.00,5.54,1.91
19844,512,12.35,30.00,5.59,1.85
19869,512,12.35,31.00,5.63,1.85
19894,512,12.35,28.00,5.68,1.91
19919,512,12.35,28.00,5.73,1.85
19944,512,12.35,27.00,5.78,1.96
19969,512,12.35,32.00,5.82,1.85
19994,512,12.35,32.00,5.87,1.85
20019,512,12.35,32.00,5.92,1.91
20044,512,12.35,34.00,5.96,1.85
20069,512,12.35,37.00,6.01,1.91
20094,512,12.35,38.00,6.06,1.85
20119,512,12.35,40.00,6.11,1.96
20144,512,12.35,39.00,6.15,1.80
20169,512,12.35,34.00,6.20,1.85
20194,512,12.35,29.00,6.25,1.96
20219,512,12.35,30.00,6.29,1.85
20244,512,12.35,28.00,6.34,1.91
20269,512,12.35,30.00,6.39,1.85
20294,512,12.35,28.00,6.43,1.85
20319,512,12.35,31.00,6.48,1.91
20344,512,12.35,32.00,6.53,1.85
20369,512,12.35,39.00,6.58,1.96
20394,512,12.35,41.00,6.62,1.85
20419,512,12.35,39.00,6.67,1.91
20444,512,12.35,38.00,6.72,1.85
20469,512,12.35,37.00,6.76,1.85
20494,512,12.35,32.00,6.81,1.96
20519,512,12.35,32.00,6.86,1.85
20544,512,12.35,30.00,6.91,1.91
20569,512,12.35,29.00,6.95,1.91
20594,512,12.35,30.00,7.00,1.85
20619,512,12.35,32.00,7.05,1.91
20644,512,12.35,35.00,7.09,1.85
20669,512,12.35,37.00,7.14,1.96
20694,512,12.35,37.00,7.19,1.85
20719,512,12.35,37.00,7.24,1.85
20744,512,12.35,37.00,7.28,1.96
20769,512,12.35,32.00,7.33,1.85
20794,512,12.35,34.00,7.38,1.91
20819,512,12.35,31.00,7.42,1.85
20844,512,12.35,26.00,7.47,1.96
20869,512,12.35,28.00,7.52,1.85
20894,512,12.35,28.00,7.57,1.85
20919,512,12.35,30.00,7.61,1.91
20944,512,12.35,33.00,7.66,1.85
20969,512,12.35,39.00,7.71,1.96
20994,512,12.35,40.00,7.76,1.85
21019,512,12.35,35.00,7.80,1.85
21044,512,12.35,35.00,7.85,1.91
21069,512,12.35,31.00,7.90,1.85
21094,512,12.35,32.00,7.94,1.91
21119,512,12.35,28.00,7.99,1.85
21144,512,12.35,29.00,8.04,1.96
21169,512,12.35,27.00,8.09,1.85
21194,512,12.35,30.00,8.13,1.85
21219,512,12.35,35.00,8.18,1.91
21244,512,12.35,35.00,8.23,1.85
21269,512,12.35,39.00,8.27,1.96
21294,512,12.35,38.00,8.32,1.85
21319,512,12.35,39.00,8.37,1.85
21344,512,12.35,38.00,8.41,1.91
21369,512,12.35,37.00,8.46,1.85
21394,512,12.35,36.00,8.51,1.91
21419,512,12.35,27.00,8.56,1.85
21444,512,12.35,29.00,8.60,1.85
21469,512,12.35,25.00,8.65,1.96
21494,512,12.35,28.00,8.70,1.85
21519,512,12.35,28.00,8.74,1.91
21544,512,12.35,32.00,8.79,1.85
21569,512,12.35,38.00,8.84,1.91
21594,512,12.35,37.00,8.88,1.85
21619,512,12.35,38.00,8.93,1.85
21644,512,12.35,37.00,8.98,1.96
21669,512,12.35,35.00,9.03,1.85
21694,512,12.35,34.00,9.07,1.91
21719,512,12.35,30.00,9.12,1.85
21744,512,12.35,30.00,9.17,1.85
21769,512,12.35,28.00,9.22,1.96
21794,512,12.35,35.00,9.26,1.85
21819,512,12.35,32.00,9.31,1.91
21844,512,12.35,33.00,9.36,1.85
21869,512,12.35,36.00,9.41,1.96
21894,512,12.35,39.00,9.45,1.85
21919,512,12.35,38.00,9.50,1.85
21944,512,12.35,41.00,9.55,1.91
21969,512,12.35,37.00,9.59,1.85
21994,512,12.35,34.00,9.64,1.91
22019,512,12.35,29.00,9.69,1.85
22044,512,12.35,29.00,9.73,1.85
22069,512,12.35,27.00,9.78,1.96
22094,512,12.35,28.00,9.83,1.80
22119,512,12.35,28.00,9.87,1.96
22144,512,12.35,29.00,9.92,1.85
22169,512,12.35,30.00,9.97,1.85
22194,512,12.35,38.00,10.02,1.91
22219,512,12.35,39.00,10.06,1.85
22244,512,12.35,39.00,10.11,1.91
22269,512,12.35,38.00,10.16,1.85
22294,512,12.35,38.00,10.20,1.91
22319,512,12.35,35.00,10.25,1.85
22344,512,12.35,38.00,10.30,1.85
22369,512,12.35,32.00,10.34,1.96
22394,512,12.35,29.00,10.39,1.85
22419,512,12.35,26.00,10.44,1.91
22444,512,12.35,28.00,10.49,1.85
22469,512,12.35,27.00,10.53,1.85
22494,512,12.35,29.00,10.58,1.91
22519,512,12.35,31.00,10.63,1.85
22544,512,12.35,34.00,10.67,1.96
22569,512,12.35,38.00,10.72,1.85
22594,512,12.35,41.00,10.77,1.91
22619,512,12.35,39.00,10.81,1.85
22644,512,12.35,34.00,10.86,1.85
22669,512,12.35,32.00,10.91,1.91
22694,512,12.35,31.00,10.95,1.85
22719,512,12.35,28.00,11.00,1.96
22744,512,12.35,33.00,11.05,1.85
22769,512,12.35,30.00,11.10,1.85
22794,512,12.35,33.00,11.14,1.91
22819,0,12.35,33.00,11.19,1.85
22844,0,12.35,10.00,11.23,1.40
22869,0,12.35,10.00,11.24,0.62
22894,0,12.35,9.00,11.25,0.28
22919,0,12.35,10.00,11.25,0.11
22944,0,12.35,9.00,11.25,0.00
22969,0,12.35,9.00,11.25,0.00
22994,0,12.35,10.00,11.25,0.00
23019,0,12.35,10.00,11.25,0.00
23044,0,12.35,9.00,11.25,0.00
23069,0,12.35,10.00,11.25,0.00
23094,0,12.35,10.00,11.25,0.00
23119,0,12.35,9.00,11.25,0.00
23144,0,12.35,9.00,11.25,0.00
23169,0,12.35,10.00,11.25,0.00
23194,0,12.35,9.00,11.25,0.00
23219,0,12.35,9.00,11.25,0.00
23244,0,12.35,9.00,11.25,0.00
23269,0,12.35,9.00,11.25,0.00
23294,0,12.35,9.00,11.25,0.00
23319,0,12.35,10.00,11.25,0.00
23344,0,12.35,9.00,11.25,0.00
23369,0,12.35,10.00,11.25,0.00
23394,0,12.35,10.00,11.25,0.00
23419,0,12.35,9.00,11.25,0.00
23444,0,12.35,9.00,11.25,0.00
23469,0,12.35,9.00,11.25,0.00
23494,0,12.35,10.00,11.25,0.00
23519,0,12.35,9.00,11.25,0.00
23544,0,12.35,9.00,11.25,0.00
23569,0,12.35,9.00,11.25,0.00
23594,0,12.35,9.00,11.25,0.00
23619,0,12.35,9.00,11.25,0.00
23644,0,12.35,10.00,11.25,0.00
23669,0,12.35,10.00,11.25,0.00
23694,0,12.35,9.00,11.25,0.00
23719,0,12.35,10.00,11.25,0.00
23744,0,12.35,10.00,11.25,0.00
23769,0,12.35,10.00,11.25,0.00
23794,0,12.35,10.00,11.25,0.00
23819,0,12.35,9.00,11.25,0.00
23844,0,12.35,9.00,11.25,0.00
23869,0,12.35,9.00,11.25,0.00
23894,0,12.35,9.00,11.25,0.00
23919,0,12.35,10.00,11.25,0.00
23944,0,12.35,9.00,11.25,0.00
23969,0,12.35,10.00,11.25,0.00
23994,0,12.35,9.00,11.25,0.00
24019,0,12.35,9.00,11.25,0.00
24044,0,12.35,9.00,11.25,0.00
24069,0,12.35,9.00,11.25,0.00
24094,0,12.35,9.00,11.25,0.00
24119,0,12.35,9.00,11.25,0.00
24144,0,12.35,9.00,11.25,0.00
24169,0,12.35,10.00,11.25,0.00
24194,0,12.35,9.00,11.25,0.00
24219,0,12.35,9.00,11.25,0.00
24244,0,12.35,10.00,11.25,0.00
24269,0,12.35,9.00,11.25,0.00
24294,0,12.35,9.00,11.25,0.00
24319,0,12.35,9.00,11.25,0.00
24344,0,12.35,9.00,11.25,0.00
24369,0,12.35,9.00,11.25,0.00
24394,0,12.35,9.00,11.25,0.00
24419,0,12.35,9.00,11.25,0.00
24444,0,12.35,10.00,11.25,0.00
24469,0,12.35,10.00,11.25,0.00
24494,0,12.35,9.00,11.25,0.00
24519,0,12.35,9.00,11.25,0.00
24544,0,12.35,9.00,11.25,0.00
24569,0,12.35,9.00,11.25,0.00
24594,0,12.35,10.00,11.25,0.00
24619,0,12.35,9.00,11.25,0.00
24644,0,12.35,9.00,11.25,0.00
24669,0,12.35,9.00,11.25,0.00
24694,0,12.35,9.00,11.25,0.00
24719,0,12.35,9.00,11.25,0.00
24744,0,12.35,9.00,11.25,0.00
24769,0,12.35,10.00,11.25,0.00
24794,0,12.35,10.00,11.25,0.00
24819,0,12.35,10.00,11.25,0.00
24844,0,12.35,9.00,11.25,0.00
24869,0,12.35,9.00,11.25,0.00
24894,0,12.35,9.00,11.25,0.00
24919,0,12.35,9.00,11.25,0.00
24944,0,12.35,9.00,11.25,0.00
24969,0,12.35,9.00,11.25,0.00
24994,0,12.35,9.00,11.25,0.00
25019,0,12.35,9.00,11.25,0.00
25044,0,12.35,9.00,11.25,0.00
25069,0,12.35,9.00,11.25,0.00
25094,0,12.35,9.00,11.25,0.00
25119,0,12.35,9.00,11.25,0.00
25144,0,12.35,10.00,11.25,0.00
25169,0,12.35,8.00,11.25,0.00
25194,0,12.35,9.00,11.25,0.00
25219,0,12.35,9.00,11.25,0.00
25244,0,12.35,9.00,11.25,0.00
25269,0,12.35,10.00,11.25,0.00
25294,0,12.35,10.00,11.25,0.00
25319,0,12.35,9.00,11.25,0.00
25344,0,12.35,9.00,11.25,0.00
25369,0,12.35,10.00,11.25,0.00
25394,0,12.35,10.00,11.25,0.00
25419,0,12.35,10.00,11.25,0.00
25444,0,12.35,9.00,11.25,0.00
25469,0,12.35,9.00,11.25,0.00
25494,0,12.35,9.00,11.25,0.00
25519,0,12.35,9.00,11.25,0.00
25544,0,12.35,9.00,11.25,0.00
25569,0,12.35,9.00,11.25,0.00
25594,0,12.35,10.00,11.25,0.00
25619,0,12.35,9.00,11.25,0.00
25644,0,12.35,9.00,11.25,0.00
25669,0,12.35,9.00,11.25,0.00
25694,0,12.35,10.00,11.25,0.00
25719,0,12.35,10.00,11.25,0.00
25744,0,12.35,10.00,11.25,0.00
25769,0,12.35,9.00,11.25,0.00
25794,0,12.35,8.00,11.25,0.00
25819,0,12.35,9.00,11.25,0.00
25844,0,12.35,9.00,11.25,0.00
25869,0,12.35,9.00,11.25,0.00
25894,0,12.35,10.00,11.25,0.00
25919,0,12.35,9.00,11.25,0.00
25944,0,12.35,9.00,11.25,0.00
25969,0,12.35,9.00,11.25,0.00
25994,0,12.35,9.00,11.25,0.00
26019,0,12.35,10.00,11.25,0.00
26044,0,12.35,9.00,11.25,0.00
26069,0,12.35,9.00,11.25,0.00
26094,0,12.35,10.00,11.25,0.00
26119,0,12.35,9.00,11.25,0.00
26144,0,12.35,10.00,11.25,0.00
26169,0,12.35,10.00,11.25,0.00
26194,0,12.35,9.00,11.25,0.00
26219,0,12.35,10.00,11.25,0.00
26244,0,12.35,10.00,11.25,0.00
26269,0,12.35,9.00,11.25,0.00
26294,0,12.35,9.00,11.25,0.00
26319,0,12.35,10.00,11.25,0.00
26344,0,12.35,9.00,11.25,0.00
26369,0,12.35,9.00,11.25,0.00
26394,0,12.35,9.00,11.25,0.00
26419,0,12.35,9.00,11.25,0.00
26444,0,12.35,9.00,11.25,0.00
26469,0,12.35,9.00,11.25,0.00
26494,0,12.35,9.00,11.25,0.00
26519,0,12.35,9.00,11.25,0.00
26544,0,12.35,11.00,11.25,0.00
26569,0,12.35,10.00,11.25,0.00
26594,0,12.35,9.00,11.25,0.00
26619,0,12.35,9.00,11.25,0.00
26644,0,12.35,9.00,11.25,0.00
26669,0,12.35,9.00,11.25,0.00
26694,0,12.35,10.00,11.25,0.00
26719,0,12.35,9.00,11.25,0.00
26744,0,12.35,9.00,11.25,0.00
26769,0,12.35,9.00,11.25,0.00
26794,0,12.35,9.00,11.25,0.00
26819,0,12.35,10.00,11.25,0.00
26844,0,12.35,9.00,11.25,0.00
26869,0,12.35,9.00,11.25,0.00
26894,0,12.35,9.00,11.25,0.00
26919,0,12.35,9.00,11.25,0.00
26944,0,12.35,9.00,11.25,0.00
26969,0,12.35,8.00,11.25,0.00
26994,0,12.35,9.00,11.25,0.00
27019,0,12.35,9.00,11.25,0.00
27044,0,12.35,10.00,11.25,0.00
27069,0,12.35,9.00,11.25,0.00
27094,0,12.35,9.00,11.25,0.00
27119,0,12.35,9.00,11.25,0.00
27144,0,12.35,11.00,11.25,0.00
27169,0,12.35,10.00,11.25,0.00
27194,0,12.35,9.00,11.25,0.00
27219,0,12.35,10.00,11.25,0.00
27244,0,12.35,9.00,11.25,0.00
27269,0,12.35,9.00,11.25,0.00
27294,0,12.35,8.00,11.25,0.00
27319,0,12.35,9.00,11.25,0.00
27344,0,12.35,9.00,11.25,0.00
